disease,medcodeid,read,list_disease_real,descr
Hodgkin_Lymphoma,289706010,1826.25,All cancers,Hodgkin's disease NOS of intra-abdominal lymph nodes
Hodgkin_Lymphoma,826181000006113,1826.25,Other cancer,Hodgkin's disease NOS of lymph nodes of axilla and arm
Hodgkin_Lymphoma,826181000006113,1826.25,All cancers,Hodgkin's disease NOS of lymph nodes of axilla and arm
Hodgkin_Lymphoma,826171000006110,1826.25,Other cancer,Hodgkin's disease NOS of lymph nodes inguinal region and leg
Hodgkin_Lymphoma,826171000006110,1826.25,All cancers,Hodgkin's disease NOS of lymph nodes inguinal region and leg
Hodgkin_Lymphoma,289710013,1826.25,Other cancer,Hodgkin's disease NOS of spleen
Hodgkin_Lymphoma,289710013,1826.25,All cancers,Hodgkin's disease NOS of spleen
Hodgkin_Lymphoma,289711012,1826.25,Other cancer,Hodgkin's disease NOS of lymph nodes of multiple sites
Hodgkin_Lymphoma,289711012,1826.25,All cancers,Hodgkin's disease NOS of lymph nodes of multiple sites
Hodgkin_Lymphoma,289702012,1826.25,Other cancer,Hodgkin's disease NOS
Hodgkin_Lymphoma,289702012,1826.25,All cancers,Hodgkin's disease NOS
Hodgkin_Lymphoma,1221109014,1826.25,Other cancer,[M]Hodgkin's disease
Hodgkin_Lymphoma,1221109014,1826.25,All cancers,[M]Hodgkin's disease
Hodgkin_Lymphoma,309991000006111,1826.25,Other cancer,[M]Hodgkin's disease NOS
Hodgkin_Lymphoma,309991000006111,1826.25,All cancers,[M]Hodgkin's disease NOS
Hodgkin_Lymphoma,291931019,1826.25,Other cancer,"[M]Hodgkin's disease, lymphocytic predominance"
Hodgkin_Lymphoma,291931019,1826.25,All cancers,"[M]Hodgkin's disease, lymphocytic predominance"
Hodgkin_Lymphoma,291932014,1826.25,Other cancer,"[M]Hodgkin,s disease, lymphocytic predominance, diffuse"
Hodgkin_Lymphoma,291932014,1826.25,All cancers,"[M]Hodgkin,s disease, lymphocytic predominance, diffuse"
Hodgkin_Lymphoma,1233285010,1826.25,Other cancer,"[M]Hodgkin,s disease, lymphocytic predominance, nodular"
Hodgkin_Lymphoma,1233285010,1826.25,All cancers,"[M]Hodgkin,s disease, lymphocytic predominance, nodular"
Hodgkin_Lymphoma,1229767019,1826.25,Other cancer,"[M]Hodgkin's disease, mixed cellularity"
Hodgkin_Lymphoma,1229767019,1826.25,All cancers,"[M]Hodgkin's disease, mixed cellularity"
Hodgkin_Lymphoma,310071000006116,1826.25,Other cancer,"[M]Hodgkin's disease,lymphocytic depletion,diffuse fibrosis"
Hodgkin_Lymphoma,310071000006116,1826.25,All cancers,"[M]Hodgkin's disease,lymphocytic depletion,diffuse fibrosis"
Hodgkin_Lymphoma,215914013,1826.25,Other cancer,"[M]Hodgkin's disease, nodular sclerosis NOS"
Hodgkin_Lymphoma,215914013,1826.25,All cancers,"[M]Hodgkin's disease, nodular sclerosis NOS"
Hodgkin_Lymphoma,310141000006111,1826.25,Other cancer,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predom"
Hodgkin_Lymphoma,310141000006111,1826.25,All cancers,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predom"
Hodgkin_Lymphoma,291933016,1826.25,Other cancer,"[M]Hodgkin,s disease, nodular sclerosis, mixed cellularity"
Hodgkin_Lymphoma,291933016,1826.25,All cancers,"[M]Hodgkin,s disease, nodular sclerosis, mixed cellularity"
Hodgkin_Lymphoma,310131000006118,1826.25,Other cancer,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic deplet"
Hodgkin_Lymphoma,310131000006118,1826.25,All cancers,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic deplet"
Hodgkin_Lymphoma,1229491012,1826.25,Other cancer,"[M]Hodgkin's disease, nodular sclerosis, cellular phase"
Hodgkin_Lymphoma,1229491012,1826.25,All cancers,"[M]Hodgkin's disease, nodular sclerosis, cellular phase"
Hodgkin_Lymphoma,1233711012,1826.25,Other cancer,[M]Hodgkin's granuloma
Hodgkin_Lymphoma,1233711012,1826.25,All cancers,[M]Hodgkin's granuloma
Hodgkin_Lymphoma,453326010,1826.25,Other cancer,[M]Hodgkin's disease NOS
Hodgkin_Lymphoma,453326010,1826.25,All cancers,[M]Hodgkin's disease NOS
Hodgkin_Lymphoma,292169014,1826.25,Other cancer,[X]Other Hodgkin's disease
Hodgkin_Lymphoma,292169014,1826.25,All cancers,[X]Other Hodgkin's disease
Hypertension,3642801000006112,9999999,Hypertension,Malignant hypertension
Hypertension,884121000006111,9999999,Hypertension,Malignant hypertension
Hypertension,887811000006117,9999999,Hypertension,Preg.+ pre-existing hypertensn
Hypertension,909441000006118,9999999,Hypertension,[RFC] Hypertension
Hypertension,12726241000006112,9999999,Hypertension,adverse reaction to antihypertensives nos
Hypertension,12726231000006116,9999999,Hypertension,adverse reaction to other antihypertensives
Hypertension,12483081000006116,9999999,Hypertension,borderline hyperten:yearly obs
Hypertension,790031000006119,9999999,Hypertension,hypertension annual review
Hypertension,12488211000006112,9999999,Hypertension,hypertension treatm. started
Hypertension,12487991000006112,9999999,Hypertension,hypertensive treatm.changed
Hypertension,790131000006118,9999999,Hypertension,Hypertension resolved
Hypertension,253532015,9999999,Hypertension,Hypertension resolved
Hypertension,262960017,9999999,Hypertension,Hypertension induced by oral contraceptive pill
Hypertension,264467014,9999999,Hypertension,Borderline hyperten:yearly obs
Hypertension,264471012,9999999,Hypertension,Good hypertension control
Hypertension,264472017,9999999,Hypertension,Poor hypertension control
Hypertension,264485019,9999999,Hypertension,Hypertension treatm. started
Hypertension,264486018,9999999,Hypertension,Hypertensive treatm.changed
Hypertension,443764015,9999999,Hypertension,On treatment for hypertension
Hypertension,1780318013,9999999,Hypertension,Moderate hypertension control
Hypertension,1780253016,9999999,Hypertension,Hypertension six month review
Hypertension,1780319017,9999999,Hypertension,Hypertension annual review
Hypertension,530221000000112,9999999,Hypertension,Trial withdrawal of antihypertensive therapy
Hypertension,350601000000116,9999999,Hypertension,High cost hypertension drugs
Hypertension,451424017,9999999,Hypertension,Antihypertensive therapy
Hypertension,2159168015,9999999,Hypertension,Patient on maximal tolerated antihypertensive therapy
Hypertension,1780252014,9999999,Hypertension,Hypertension treatment refused
Hypertension,789981000006111,9999999,Hypertension,Hypertens.monitor deleted
Hypertension,1529013,9999999,Hypertension,Blind hypertensive eye
Hypertension,12496011,9999999,Hypertension,Hypertensive retinopathy
Hypertension,64168014,9999999,Hypertension,Hypertensive disease
Hypertension,523801000006119,9999999,Hypertension,BP - hypertensive disease
Hypertension,99042012,9999999,Hypertension,Essential hypertension
Hypertension,131046010,9999999,Hypertension,Malignant essential hypertension
Hypertension,3135013,9999999,Hypertension,Benign essential hypertension
Hypertension,93494011,9999999,Hypertension,Systolic hypertension
Hypertension,80224019,9999999,Hypertension,Diastolic hypertension
Hypertension,395751018,9999999,Hypertension,Essential hypertension NOS
Hypertension,790121000006116,9999999,Hypertension,Hypertension NOS
Hypertension,107545013,9999999,Hypertension,Hypertensive heart disease
Hypertension,90135019,9999999,Hypertension,Malignant hypertensive heart disease
Hypertension,728681000006116,9999999,Hypertension,Malignant hypertensive heart disease without CCF
Hypertension,728671000006119,9999999,Hypertension,Malignant hypertensive heart disease with CCF
Hypertension,60444016,9999999,Hypertension,Benign hypertensive heart disease
Hypertension,504911000006115,9999999,Hypertension,Benign hypertensive heart disease without CCF
Hypertension,504901000006118,9999999,Hypertension,Benign hypertensive heart disease with CCF
Hypertension,741661000006118,9999999,Hypertension,Hypertensive heart disease NOS
Hypertension,741691000006114,9999999,Hypertension,Hypertensive heart disease NOS without CCF
Hypertension,411508017,9999999,Hypertension,Cardiomegaly - hypertensive
Hypertension,741681000006111,9999999,Hypertension,Hypertensive heart disease NOS with CCF
Hypertension,299655012,9999999,Hypertension,Hypertensive heart disease NOS
Hypertension,64282015,9999999,Hypertension,Hypertensive renal disease
Hypertension,108730018,9999999,Hypertension,Malignant hypertensive renal disease
Hypertension,1409014,9999999,Hypertension,Benign hypertensive renal disease
Hypertension,299665018,9999999,Hypertension,Hypertensive renal disease with renal failure
Hypertension,395753015,9999999,Hypertension,Hypertensive renal disease NOS
Hypertension,47076011,9999999,Hypertension,Renal hypertension
Hypertension,143003017,9999999,Hypertension,Hypertensive heart and renal disease
Hypertension,110659019,9999999,Hypertension,Malignant hypertensive heart and renal disease
Hypertension,109700019,9999999,Hypertension,Benign hypertensive heart and renal disease
Hypertension,741701000006114,9999999,Hypertension,Hypertensive heart&renal dis wth (congestive) heart failure
Hypertension,299673010,9999999,Hypertension,Hypertensive heart and renal disease with renal failure
Hypertension,789941000006117,9999999,Hypertension,Hyperten heart&renal dis+both(congestv)heart and renal fail
Hypertension,299675015,9999999,Hypertension,Hypertensive heart and renal disease NOS
Hypertension,53452019,9999999,Hypertension,Secondary hypertension
Hypertension,151161000006115,9999999,Hypertension,Secondary malignant hypertension
Hypertension,299676019,9999999,Hypertension,Secondary malignant renovascular hypertension
Hypertension,299677011,9999999,Hypertension,Secondary malignant hypertension NOS
Hypertension,299678018,9999999,Hypertension,Secondary benign hypertension
Hypertension,2478822013,9999999,Hypertension,Secondary benign renovascular hypertension
Hypertension,299680012,9999999,Hypertension,Secondary benign hypertension NOS
Hypertension,299681011,9999999,Hypertension,Hypertension secondary to endocrine disorders
Hypertension,158241000006117,9999999,Hypertension,Secondary hypertension NOS
Hypertension,299683014,9999999,Hypertension,Secondary renovascular hypertension NOS
Hypertension,299684015,9999999,Hypertension,Hypertension secondary to drug
Hypertension,299682016,9999999,Hypertension,Secondary hypertension NOS
Hypertension,299686018,9999999,Hypertension,Other specified hypertensive disease
Hypertension,299687010,9999999,Hypertension,Hypertensive disease NOS
Hypertension,84111015,9999999,Hypertension,Hypertensive encephalopathy
Hypertension,84112010,9999999,Hypertension,Hypertensive crisis
Hypertension,300869017,9999999,Hypertension,[X]Hypertensive diseases
Hypertension,300871017,9999999,Hypertension,[X]Hypertension secondary to other renal disorders
Hypertension,305764016,9999999,Hypertension,Other pre-existing hypertension in preg/childbirth/puerp
Hypertension,19451000006111,9999999,Hypertension,Other pre-existing hypertension in preg/childb/puerp unspec
Hypertension,19431000006116,9999999,Hypertension,Other pre-existing hypertension in preg/childb/puerp - deliv
Hypertension,19421000006119,9999999,Hypertension,Other pre-exist hypertension in preg/childb/puerp-not deliv
Hypertension,19441000006114,9999999,Hypertension,Other pre-existing hypertension in preg/childb/puerp NOS
Hypertension,305818015,9999999,Hypertension,Pre-eclampsia or eclampsia with pre-existing hypertension
Hypertension,212961000006118,9999999,Hypertension,Pre-eclampsia or eclampsia + pre-existing hypertension NOS
Hypertension,213111000006112,9999999,Hypertension,Pre-exist hypertension compl preg childbirth and puerperium
Hypertension,213091000006115,9999999,Hypertension,Pre-exist hyperten heart dis compl preg childbth+puerperium
Hypertension,213081000006118,9999999,Hypertension,Pre-exist 2ndry hypertens comp preg childbth and puerperium
Hypertension,331291010,9999999,Hypertension,Adverse reaction to other antihypertensives
Hypertension,331302012,9999999,Hypertension,Adverse reaction to antihypertensives NOS
Hypertension,404471000006113,9999999,Hypertension,"[X]Oth antihyperten drug caus advers eff in therap use, NEC"
Hypertension,356121000006111,9999999,Hypertension,[X] Adverse reaction to other antihypertensives
Hypertension,351481000006111,9999999,Hypertension,[X] Adverse reaction to antihypertensives NOS
Irritable_bowel_syndrome,886361000006114,9999999,IBS,Irritable bowel - IBS
Irritable_bowel_syndrome,906181000006110,9999999,IBS,[RFC] Irritable bowel syndrome (IBS)
Irritable_bowel_syndrome,2129721000000119,9999999,IBS,Management of irritable bowel syndrome
Irritable_bowel_syndrome,742351000006119,9999999,IBS,Irritable colon - Irritable bowel syndrome
Irritable_bowel_syndrome,18666015,9999999,IBS,Irritable bowel syndrome
Irritable_bowel_syndrome,18665016,9999999,IBS,Spastic colon
Irritable_bowel_syndrome,303172010,9999999,IBS,Irritable bowel syndrome with diarrhoea
Ischaemic_stroke,12727431000006120,9999999,Stroke,cerebral infarction nos
Ischaemic_stroke,12727431000006120,9999999,Stroke_TIA,cerebral infarction nos
Ischaemic_stroke,345639010,9999999,Stroke,Infarction - precerebral
Ischaemic_stroke,345639010,9999999,Stroke_TIA,Infarction - precerebral
Ischaemic_stroke,300312010,9999999,Stroke,Cerebral infarct due to thrombosis of precerebral arteries
Ischaemic_stroke,300312010,9999999,Stroke_TIA,Cerebral infarct due to thrombosis of precerebral arteries
Ischaemic_stroke,300313017,9999999,Stroke,Cerebral infarction due to embolism of precerebral arteries
Ischaemic_stroke,300313017,9999999,Stroke_TIA,Cerebral infarction due to embolism of precerebral arteries
Ischaemic_stroke,1222398015,9999999,Stroke,Cerebral arterial occlusion
Ischaemic_stroke,1222398015,9999999,Stroke_TIA,Cerebral arterial occlusion
Ischaemic_stroke,605461000006117,9999999,Stroke,CVA - cerebral artery occlusion
Ischaemic_stroke,605461000006117,9999999,Stroke_TIA,CVA - cerebral artery occlusion
Ischaemic_stroke,218511000000117,9999999,Stroke,Infarction - cerebral
Ischaemic_stroke,218511000000117,9999999,Stroke_TIA,Infarction - cerebral
Ischaemic_stroke,122361000006113,9999999,Stroke,Stroke due to cerebral arterial occlusion
Ischaemic_stroke,122361000006113,9999999,Stroke_TIA,Stroke due to cerebral arterial occlusion
Ischaemic_stroke,118689010,9999999,Stroke,Cerebral thrombosis
Ischaemic_stroke,118689010,9999999,Stroke_TIA,Cerebral thrombosis
Ischaemic_stroke,300321011,9999999,Stroke,Cerebral infarction due to thrombosis of cerebral arteries
Ischaemic_stroke,300321011,9999999,Stroke_TIA,Cerebral infarction due to thrombosis of cerebral arteries
Ischaemic_stroke,125470015,9999999,Stroke,Cerebral embolism
Ischaemic_stroke,125470015,9999999,Stroke_TIA,Cerebral embolism
Ischaemic_stroke,542831000006116,9999999,Stroke,Cerebral embolus
Ischaemic_stroke,542831000006116,9999999,Stroke_TIA,Cerebral embolus
Ischaemic_stroke,300322016,9999999,Stroke,Cerebral infarction due to embolism of cerebral arteries
Ischaemic_stroke,300322016,9999999,Stroke_TIA,Cerebral infarction due to embolism of cerebral arteries
Ischaemic_stroke,395780010,9999999,Stroke,Cerebral infarction NOS
Ischaemic_stroke,395780010,9999999,Stroke_TIA,Cerebral infarction NOS
Ischaemic_stroke,345650013,9999999,Stroke,Brainstem infarction NOS
Ischaemic_stroke,345650013,9999999,Stroke_TIA,Brainstem infarction NOS
Ischaemic_stroke,158118014,9999999,Stroke,Cerebellar infarction
Ischaemic_stroke,158118014,9999999,Stroke_TIA,Cerebellar infarction
Ischaemic_stroke,524541000006117,9999999,Stroke,Brainstem infarction
Ischaemic_stroke,524541000006117,9999999,Stroke_TIA,Brainstem infarction
Ischaemic_stroke,57341000006119,9999999,Stroke,Wallenberg syndrome
Ischaemic_stroke,57341000006119,9999999,Stroke_TIA,Wallenberg syndrome
Ischaemic_stroke,130375018,9999999,Stroke,Lateral medullary syndrome
Ischaemic_stroke,130375018,9999999,Stroke_TIA,Lateral medullary syndrome
Ischaemic_stroke,451133011,9999999,Stroke,Left sided cerebral infarction
Ischaemic_stroke,451133011,9999999,Stroke_TIA,Left sided cerebral infarction
Ischaemic_stroke,451134017,9999999,Stroke,Right sided cerebral infarction
Ischaemic_stroke,451134017,9999999,Stroke_TIA,Right sided cerebral infarction
Ischaemic_stroke,2474651019,9999999,Stroke,Infarction of basal ganglia
Ischaemic_stroke,2474651019,9999999,Stroke_TIA,Infarction of basal ganglia
Ischaemic_stroke,300411016,9999999,Stroke,Sequelae of cerebral infarction
Ischaemic_stroke,300411016,9999999,Stroke_TIA,Sequelae of cerebral infarction
Ischaemic_stroke,542261000006114,9999999,Stroke,Cereb infarct due unsp occlus/stenos precerebr arteries
Ischaemic_stroke,542261000006114,9999999,Stroke_TIA,Cereb infarct due unsp occlus/stenos precerebr arteries
Ischaemic_stroke,543141000006110,9999999,Stroke,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
Ischaemic_stroke,543141000006110,9999999,Stroke_TIA,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
Ischaemic_stroke,370701000006118,9999999,Stroke,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
Ischaemic_stroke,370701000006118,9999999,Stroke_TIA,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
Ischaemic_stroke,300941014,9999999,Stroke,[X]Other cerebral infarction
Ischaemic_stroke,300941014,9999999,Stroke_TIA,[X]Other cerebral infarction
Ischaemic_stroke,370661000006114,9999999,Stroke,[X]Cereb infarct due unsp occlus/stenos precerebr arteries
Ischaemic_stroke,370661000006114,9999999,Stroke_TIA,[X]Cereb infarct due unsp occlus/stenos precerebr arteries
Leukaemia,2782301000006110,1826.25,Other cancer,"Acute myeloid leukaemia, no ICD-O subtype"
Leukaemia,2782301000006110,1826.25,All cancers,"Acute myeloid leukaemia, no ICD-O subtype"
Leukaemia,289908018,1826.25,Other cancer,Aleukaemic myeloid leukaemia
Leukaemia,289908018,1826.25,All cancers,Aleukaemic myeloid leukaemia
Leukaemia,880821000006114,1826.25,Other cancer,Lymphoid leukaemia - acute
Leukaemia,880821000006114,1826.25,All cancers,Lymphoid leukaemia - acute
Leukaemia,880831000006112,1826.25,Other cancer,Lymphoid leukaemia - chronic
Leukaemia,880831000006112,1826.25,All cancers,Lymphoid leukaemia - chronic
Leukaemia,880851000006117,1826.25,Other cancer,Myeloid leukaemia - acute
Leukaemia,880851000006117,1826.25,All cancers,Myeloid leukaemia - acute
Leukaemia,880861000006115,1826.25,Other cancer,Myeloid leukaemia - chronic
Leukaemia,880861000006115,1826.25,All cancers,Myeloid leukaemia - chronic
Leukaemia,12455761000006120,1826.25,Other cancer,[m]acute lymphoid leukaemia
Leukaemia,12455761000006120,1826.25,All cancers,[m]acute lymphoid leukaemia
Leukaemia,11906781000006110,1826.25,Other cancer,[m]erythroleukaemia
Leukaemia,11906781000006110,1826.25,All cancers,[m]erythroleukaemia
Leukaemia,12724391000006118,1826.25,Other cancer,acute leukaemia nos
Leukaemia,12724391000006118,1826.25,All cancers,acute leukaemia nos
Leukaemia,2855891000006112,1826.25,Other cancer,acute monoblastic leukaemia
Leukaemia,2855891000006112,1826.25,All cancers,acute monoblastic leukaemia
Leukaemia,2782281000006111,1826.25,Other cancer,acute myeloblastic leukaemia
Leukaemia,2782281000006111,1826.25,All cancers,acute myeloblastic leukaemia
Leukaemia,3810391000006112,1826.25,Other cancer,acute myelofibrosis
Leukaemia,3810391000006112,1826.25,All cancers,acute myelofibrosis
Leukaemia,2999011000006111,1826.25,Other cancer,acute myelomonocytic leukaemia
Leukaemia,2999011000006111,1826.25,All cancers,acute myelomonocytic leukaemia
Leukaemia,3810361000006116,1826.25,Other cancer,acute panmyelosis
Leukaemia,3810361000006116,1826.25,All cancers,acute panmyelosis
Leukaemia,2965511000006118,1826.25,Other cancer,acute promyelocytic leukaemia
Leukaemia,2965511000006118,1826.25,All cancers,acute promyelocytic leukaemia
Leukaemia,3759591000006118,1826.25,Other cancer,adult t-cell leukaemia
Leukaemia,3759591000006118,1826.25,All cancers,adult t-cell leukaemia
Leukaemia,3068701000006115,1826.25,Other cancer,chloroma
Leukaemia,3068701000006115,1826.25,All cancers,chloroma
Leukaemia,3530521000006112,1826.25,Other cancer,chronic granulocytic leukaemia
Leukaemia,3530521000006112,1826.25,All cancers,chronic granulocytic leukaemia
Leukaemia,12724401000006116,1826.25,Other cancer,chronic leukaemia nos
Leukaemia,12724401000006116,1826.25,All cancers,chronic leukaemia nos
Leukaemia,3327961000006112,1826.25,Other cancer,chronic lymphatic leukaemia
Leukaemia,3327961000006112,1826.25,All cancers,chronic lymphatic leukaemia
Leukaemia,3530471000006114,1826.25,Other cancer,chronic myeloid leukaemia
Leukaemia,3530471000006114,1826.25,All cancers,chronic myeloid leukaemia
Leukaemia,4020861000006119,1826.25,Other cancer,di guglielmo's disease
Leukaemia,4020861000006119,1826.25,All cancers,di guglielmo's disease
Leukaemia,3068711000006117,1826.25,Other cancer,granulocytic sarcoma
Leukaemia,3068711000006117,1826.25,All cancers,granulocytic sarcoma
Leukaemia,12702811000006116,1826.25,Other cancer,hairy cell leukaemia
Leukaemia,12702811000006116,1826.25,All cancers,hairy cell leukaemia
Leukaemia,12720971000006112,1826.25,Other cancer,leukaemia nos
Leukaemia,12720971000006112,1826.25,All cancers,leukaemia nos
Leukaemia,12724381000006116,1826.25,Other cancer,leukaemia of unspecified cell type
Leukaemia,12724381000006116,1826.25,All cancers,leukaemia of unspecified cell type
Leukaemia,3377381000006119,1826.25,Other cancer,leukaemic reticuloendotheliosis
Leukaemia,3377381000006119,1826.25,All cancers,leukaemic reticuloendotheliosis
Leukaemia,11926201000006120,1826.25,Other cancer,leukaemic reticuloendotheliosis of unspecified sites
Leukaemia,11926201000006120,1826.25,All cancers,leukaemic reticuloendotheliosis of unspecified sites
Leukaemia,3019991000006117,1826.25,Other cancer,lymphatic leukaemia
Leukaemia,3019991000006117,1826.25,All cancers,lymphatic leukaemia
Leukaemia,4420081000006111,1826.25,Other cancer,mast cell leukaemia
Leukaemia,4420081000006111,1826.25,All cancers,mast cell leukaemia
Leukaemia,3346481000006113,1826.25,Other cancer,megakaryocytic leukaemia
Leukaemia,3346481000006113,1826.25,All cancers,megakaryocytic leukaemia
Leukaemia,2855881000006114,1826.25,Other cancer,monoblastic leukaemia
Leukaemia,2855881000006114,1826.25,All cancers,monoblastic leukaemia
Leukaemia,3109021000006112,1826.25,Other cancer,monocytic leukaemia
Leukaemia,3109021000006112,1826.25,All cancers,monocytic leukaemia
Leukaemia,3108791000006116,1826.25,Other cancer,myeloid leukaemia
Leukaemia,3108791000006116,1826.25,All cancers,myeloid leukaemia
Leukaemia,3068691000006115,1826.25,Other cancer,myeloid sarcoma
Leukaemia,3068691000006115,1826.25,All cancers,myeloid sarcoma
Leukaemia,3109051000006115,1826.25,Other cancer,myelomonocytic leukaemia
Leukaemia,3109051000006115,1826.25,All cancers,myelomonocytic leukaemia
Leukaemia,12725351000006112,1826.25,Other cancer,other specified leukaemia
Leukaemia,12725351000006112,1826.25,All cancers,other specified leukaemia
Leukaemia,12731331000006118,1826.25,Other cancer,other specified leukaemia nos
Leukaemia,12731331000006118,1826.25,All cancers,other specified leukaemia nos
Leukaemia,4420051000006115,1826.25,Other cancer,prolymphocytic leukaemia
Leukaemia,4420051000006115,1826.25,All cancers,prolymphocytic leukaemia
Leukaemia,12724411000006118,1826.25,Other cancer,subacute leukaemia nos
Leukaemia,12724411000006118,1826.25,All cancers,subacute leukaemia nos
Leukaemia,745001000006114,1826.25,Other cancer,Leukaemic reticuloendotheliosis
Leukaemia,745001000006114,1826.25,All cancers,Leukaemic reticuloendotheliosis
Leukaemia,745011000006112,1826.25,Other cancer,Leukaemic reticuloendotheliosis
Leukaemia,745011000006112,1826.25,All cancers,Leukaemic reticuloendotheliosis
Leukaemia,1591211000006111,1826.25,Other cancer,Hairy cell leukaemia
Leukaemia,1591211000006111,1826.25,All cancers,Hairy cell leukaemia
Leukaemia,289756017,1826.25,Other cancer,Leukaemic reticuloendotheliosis of unspecified sites
Leukaemia,289756017,1826.25,All cancers,Leukaemic reticuloendotheliosis of unspecified sites
Leukaemia,746301000006117,1826.25,Other cancer,Leukaemic reticuloend of intra-abdominal lymph nodes
Leukaemia,746301000006117,1826.25,All cancers,Leukaemic reticuloend of intra-abdominal lymph nodes
Leukaemia,289773015,1826.25,Other cancer,Leukaemic reticuloendotheliosis NOS
Leukaemia,289773015,1826.25,All cancers,Leukaemic reticuloendotheliosis NOS
Leukaemia,289876019,1826.25,Other cancer,Lymphoid leukaemia
Leukaemia,289876019,1826.25,All cancers,Lymphoid leukaemia
Leukaemia,289875015,1826.25,Other cancer,Lymphatic leukaemia
Leukaemia,289875015,1826.25,All cancers,Lymphatic leukaemia
Leukaemia,509741017,1826.25,Other cancer,Acute lymphoid leukaemia
Leukaemia,509741017,1826.25,All cancers,Acute lymphoid leukaemia
Leukaemia,414160018,1826.25,Other cancer,B-cell acute lymphoblastic leukaemia
Leukaemia,414160018,1826.25,All cancers,B-cell acute lymphoblastic leukaemia
Leukaemia,201652012,1826.25,Other cancer,Chronic lymphoid leukaemia
Leukaemia,201652012,1826.25,All cancers,Chronic lymphoid leukaemia
Leukaemia,555131000006118,1826.25,Other cancer,Chronic lymphatic leukaemia
Leukaemia,555131000006118,1826.25,All cancers,Chronic lymphatic leukaemia
Leukaemia,414008012,1826.25,Other cancer,B-cell chronic lymphocytic leukaemia
Leukaemia,414008012,1826.25,All cancers,B-cell chronic lymphocytic leukaemia
Leukaemia,2168681000000113,1826.25,Other cancer,Chronic lymphocytic leukaemia of B-cell type
Leukaemia,2168681000000113,1826.25,All cancers,Chronic lymphocytic leukaemia of B-cell type
Leukaemia,2233381000000115,1826.25,Other cancer,Clinical stage A chronic lymphocytic leukaemia
Leukaemia,2233381000000115,1826.25,All cancers,Clinical stage A chronic lymphocytic leukaemia
Leukaemia,2233421000000112,1826.25,Other cancer,Clinical stage B chronic lymphocytic leukaemia
Leukaemia,2233421000000112,1826.25,All cancers,Clinical stage B chronic lymphocytic leukaemia
Leukaemia,2233461000000116,1826.25,Other cancer,Clinical stage C chronic lymphocytic leukaemia
Leukaemia,2233461000000116,1826.25,All cancers,Clinical stage C chronic lymphocytic leukaemia
Leukaemia,289880012,1826.25,Other cancer,Subacute lymphoid leukaemia
Leukaemia,289880012,1826.25,All cancers,Subacute lymphoid leukaemia
Leukaemia,289881011,1826.25,Other cancer,Other lymphoid leukaemia
Leukaemia,289881011,1826.25,All cancers,Other lymphoid leukaemia
Leukaemia,202801000006110,1826.25,Other cancer,Prolymphocytic leukaemia
Leukaemia,202801000006110,1826.25,All cancers,Prolymphocytic leukaemia
Leukaemia,289885019,1826.25,Other cancer,Adult T-cell leukaemia
Leukaemia,289885019,1826.25,All cancers,Adult T-cell leukaemia
Leukaemia,414248013,1826.25,Other cancer,B-cell prolymphocytic leukaemia
Leukaemia,414248013,1826.25,All cancers,B-cell prolymphocytic leukaemia
Leukaemia,414151014,1826.25,Other cancer,T-cell prolymphocytic leukaemia
Leukaemia,414151014,1826.25,All cancers,T-cell prolymphocytic leukaemia
Leukaemia,1815601000006111,1826.25,Other cancer,Adult T-cell lymphoma/leukaemia (HTLV-1-associated)
Leukaemia,1815601000006111,1826.25,All cancers,Adult T-cell lymphoma/leukaemia (HTLV-1-associated)
Leukaemia,289888017,1826.25,Other cancer,Other lymphoid leukaemia NOS
Leukaemia,289888017,1826.25,All cancers,Other lymphoid leukaemia NOS
Leukaemia,289889013,1826.25,Other cancer,Lymphoid leukaemia NOS
Leukaemia,289889013,1826.25,All cancers,Lymphoid leukaemia NOS
Leukaemia,289892012,1826.25,Other cancer,Myeloid leukaemia
Leukaemia,289892012,1826.25,All cancers,Myeloid leukaemia
Leukaemia,201612010,1826.25,Other cancer,Acute myeloid leukaemia
Leukaemia,201612010,1826.25,All cancers,Acute myeloid leukaemia
Leukaemia,201656010,1826.25,Other cancer,Chronic myeloid leukaemia
Leukaemia,201656010,1826.25,All cancers,Chronic myeloid leukaemia
Leukaemia,554641000006115,1826.25,Other cancer,Chronic granulocytic leukaemia
Leukaemia,554641000006115,1826.25,All cancers,Chronic granulocytic leukaemia
Leukaemia,1815631000006115,1826.25,Other cancer,"Chronic myeloid leukaemia, BCR/ABL positive"
Leukaemia,1815631000006115,1826.25,All cancers,"Chronic myeloid leukaemia, BCR/ABL positive"
Leukaemia,289898011,1826.25,Other cancer,Chronic neutrophilic leukaemia
Leukaemia,289898011,1826.25,All cancers,Chronic neutrophilic leukaemia
Leukaemia,474604011,1826.25,Other cancer,"Atypical chronic myeloid leukaemia, BCR/ABL negative"
